student_id,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,absences,G1,G2,G3,ClusterID,Recommendation,Tools
163,0,1,0.0,1,1,0,0.5,0.25,3,2,0,1,1.0,0.0,0.0,0.0,0.631578947368421,0.5789473684210527,0.5789473684210527,2,"Increase consistency: Set daily goals, short study blocks and weekly revision.","Pomodoro timers, structured weekly plan templates, Khan Academy basics"
164,0,1,0.4285714285714284,1,1,1,0.25,0.25,2,2,0,1,0.0,0.0,0.6666666666666666,0.0,0.5789473684210527,0.4736842105263157,0.0,3,"Foundations & attendance: Start with basics, improve class attendance, remedial practice.","Guided tutorials, mentor sessions, basic practice worksheets"
165,0,1,0.1428571428571428,1,1,1,0.5,0.25,0,2,0,1,0.0,0.0,0.3333333333333333,0.1875,0.4736842105263157,0.5263157894736842,0.5263157894736842,3,"Foundations & attendance: Start with basics, improve class attendance, remedial practice.","Guided tutorials, mentor sessions, basic practice worksheets"
166,0,0,0.0,0,0,1,0.75,0.75,3,3,3,2,0.3333333333333333,0.6666666666666667,0.0,0.0625,0.6842105263157894,0.6842105263157894,0.6842105263157894,1,Optimize study method: Use active recall & mock tests; shift to quality practice over hours.,"Spaced repetition apps, timed mock tests, concept-check quizzes"
167,0,1,0.5714285714285712,1,0,1,0.75,0.5,3,0,1,1,0.0,0.0,0.0,0.1875,0.5789473684210527,0.4736842105263157,0.5789473684210527,2,"Increase consistency: Set daily goals, short study blocks and weekly revision.","Pomodoro timers, structured weekly plan templates, Khan Academy basics"
168,0,0,0.2857142857142856,1,0,1,1.0,1.0,2,4,0,1,0.0,0.0,0.0,0.0,0.6842105263157894,0.6842105263157894,0.6842105263157894,2,"Increase consistency: Set daily goals, short study blocks and weekly revision.","Pomodoro timers, structured weekly plan templates, Khan Academy basics"
169,0,1,0.0,0,0,1,0.5,0.75,0,3,0,1,0.0,0.3333333333333333,0.0,0.0,0.3684210526315789,0.4210526315789473,0.4210526315789473,3,"Foundations & attendance: Start with basics, improve class attendance, remedial practice.","Guided tutorials, mentor sessions, basic practice worksheets"
170,0,1,0.2857142857142856,0,1,1,0.25,0.5,2,2,3,1,0.0,0.0,1.0,0.4375,0.4736842105263157,0.4210526315789473,0.5263157894736842,3,"Foundations & attendance: Start with basics, improve class attendance, remedial practice.","Guided tutorials, mentor sessions, basic practice worksheets"
171,0,0,0.4285714285714284,0,0,1,0.25,0.25,0,2,0,1,0.6666666666666667,0.0,1.0,0.1875,0.5789473684210527,0.5263157894736842,0.5789473684210527,2,"Increase consistency: Set daily goals, short study blocks and weekly revision.","Pomodoro timers, structured weekly plan templates, Khan Academy basics"
172,0,1,0.1428571428571428,0,0,1,0.5,0.5,0,2,0,1,0.6666666666666667,0.0,0.0,0.125,0.631578947368421,0.5263157894736842,0.5789473684210527,2,"Increase consistency: Set daily goals, short study blocks and weekly revision.","Pomodoro timers, structured weekly plan templates, Khan Academy basics"
173,0,1,0.1428571428571428,1,0,1,0.75,0.75,2,3,0,0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.5263157894736842,0.5263157894736842,0.0526315789473684,3,"Foundations & attendance: Start with basics, improve class attendance, remedial practice.","Guided tutorials, mentor sessions, basic practice worksheets"
174,0,1,0.1428571428571428,1,1,1,0.25,0.5,1,3,0,1,0.3333333333333333,0.0,0.6666666666666666,0.0,0.4736842105263157,0.4210526315789473,0.5263157894736842,3,"Foundations & attendance: Start with basics, improve class attendance, remedial practice.","Guided tutorials, mentor sessions, basic practice worksheets"
175,0,1,0.2857142857142856,0,1,1,0.5,0.25,0,2,0,1,0.3333333333333333,0.0,0.3333333333333333,0.25,0.4210526315789473,0.4210526315789473,0.4736842105263157,3,"Foundations & attendance: Start with basics, improve class attendance, remedial practice.","Guided tutorials, mentor sessions, basic practice worksheets"
176,0,1,0.2857142857142856,0,0,1,0.75,0.5,2,2,0,1,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.125,0.3684210526315789,0.3157894736842105,0.4210526315789473,3,"Foundations & attendance: Start with basics, improve class attendance, remedial practice.","Guided tutorials, mentor sessions, basic practice worksheets"
177,0,1,0.0,1,1,1,0.25,0.5,2,2,0,1,0.3333333333333333,0.0,0.0,0.0625,0.4210526315789473,0.4736842105263157,0.5263157894736842,3,"Foundations & attendance: Start with basics, improve class attendance, remedial practice.","Guided tutorials, mentor sessions, basic practice worksheets"
178,0,1,0.1428571428571428,1,0,1,0.25,0.75,0,3,0,0,0.0,0.0,0.3333333333333333,0.0625,0.4736842105263157,0.4210526315789473,0.4210526315789473,3,"Foundations & attendance: Start with basics, improve class attendance, remedial practice.","Guided tutorials, mentor sessions, basic practice worksheets"
179,0,1,0.2857142857142856,0,1,1,0.25,0.25,2,3,0,1,1.0,0.3333333333333333,0.0,0.0,0.4210526315789473,0.4210526315789473,0.4210526315789473,3,"Foundations & attendance: Start with basics, improve class attendance, remedial practice.","Guided tutorials, mentor sessions, basic practice worksheets"
180,0,1,0.2857142857142856,1,0,1,0.75,0.5,3,3,0,1,0.3333333333333333,0.0,1.0,0.3125,0.4210526315789473,0.3684210526315789,0.4210526315789473,3,"Foundations & attendance: Start with basics, improve class attendance, remedial practice.","Guided tutorials, mentor sessions, basic practice worksheets"
181,0,1,0.1428571428571428,1,0,1,0.5,0.5,2,2,0,0,0.0,0.3333333333333333,0.0,0.0,0.4736842105263157,0.5263157894736842,0.5789473684210527,3,"Foundations & attendance: Start with basics, improve class attendance, remedial practice.","Guided tutorials, mentor sessions, basic practice worksheets"
182,0,0,0.1428571428571428,1,0,1,1.0,0.5,1,3,1,0,0.0,0.3333333333333333,0.0,0.0,0.894736842105263,0.894736842105263,0.9473684210526316,0,Maintain routine: Continue current study schedule; focus on advanced topics & peer teaching.,"Advanced MOOCs, Competitive practice (LeetCode/Project tasks), Research papers"
183,0,0,0.1428571428571428,1,0,1,0.5,0.5,2,2,1,1,0.0,0.3333333333333333,0.0,0.0,0.631578947368421,0.631578947368421,0.6842105263157894,2,"Increase consistency: Set daily goals, short study blocks and weekly revision.","Pomodoro timers, structured weekly plan templates, Khan Academy basics"
184,0,0,0.1428571428571428,1,0,1,1.0,1.0,1,1,3,1,0.0,0.3333333333333333,0.0,0.0,0.8421052631578947,0.8421052631578947,0.894736842105263,0,Maintain routine: Continue current study schedule; focus on advanced topics & peer teaching.,"Advanced MOOCs, Competitive practice (LeetCode/Project tasks), Research papers"
185,0,1,0.1428571428571428,1,0,1,0.75,1.0,2,2,0,0,0.6666666666666667,0.0,0.3333333333333333,0.125,0.4736842105263157,0.4736842105263157,0.5263157894736842,3,"Foundations & attendance: Start with basics, improve class attendance, remedial practice.","Guided tutorials, mentor sessions, basic practice worksheets"
186,0,1,0.1428571428571428,1,0,1,0.25,0.0,2,2,3,1,0.3333333333333333,0.3333333333333333,0.0,0.0,0.8421052631578947,0.894736842105263,0.9473684210526316,0,Maintain routine: Continue current study schedule; focus on advanced topics & peer teaching.,"Advanced MOOCs, Competitive practice (LeetCode/Project tasks), Research papers"
187,0,1,0.2857142857142856,1,1,1,1.0,1.0,4,2,3,1,0.0,0.3333333333333333,0.0,0.0,0.5789473684210527,0.4736842105263157,0.5263157894736842,3,"Foundations & attendance: Start with basics, improve class attendance, remedial practice.","Guided tutorials, mentor sessions, basic practice worksheets"
188,0,0,0.1428571428571428,1,0,1,0.25,0.75,0,3,1,1,0.0,0.3333333333333333,0.0,0.0,0.7368421052631579,0.6842105263157894,0.6842105263157894,0,Maintain routine: Continue current study schedule; focus on advanced topics & peer teaching.,"Advanced MOOCs, Competitive practice (LeetCode/Project tasks), Research papers"
189,0,0,0.1428571428571428,1,1,1,0.75,0.75,2,2,3,1,0.3333333333333333,0.3333333333333333,0.0,0.0,0.7368421052631579,0.7368421052631579,0.7894736842105263,0,Maintain routine: Continue current study schedule; focus on advanced topics & peer teaching.,"Advanced MOOCs, Competitive practice (LeetCode/Project tasks), Research papers"
190,0,1,0.2857142857142856,1,1,1,1.0,0.75,4,2,0,1,0.3333333333333333,0.3333333333333333,0.0,0.0,0.5263157894736842,0.5789473684210527,0.5789473684210527,2,"Increase consistency: Set daily goals, short study blocks and weekly revision.","Pomodoro timers, structured weekly plan templates, Khan Academy basics"
191,0,0,0.1428571428571428,1,0,1,0.5,0.5,3,2,3,1,0.3333333333333333,0.3333333333333333,0.0,0.0,0.6842105263157894,0.631578947368421,0.7368421052631579,2,"Increase consistency: Set daily goals, short study blocks and weekly revision.","Pomodoro timers, structured weekly plan templates, Khan Academy basics"
192,0,1,0.2857142857142856,1,0,1,0.75,0.75,2,2,3,0,0.0,0.3333333333333333,0.0,0.125,0.5789473684210527,0.4736842105263157,0.5263157894736842,3,"Foundations & attendance: Start with basics, improve class attendance, remedial practice.","Guided tutorials, mentor sessions, basic practice worksheets"
193,0,1,0.1428571428571428,0,0,1,1.0,0.5,4,3,2,1,0.0,0.0,0.0,0.25,0.5263157894736842,0.4736842105263157,0.5789473684210527,3,"Foundations & attendance: Start with basics, improve class attendance, remedial practice.","Guided tutorials, mentor sessions, basic practice worksheets"
194,0,1,0.2857142857142856,1,0,1,1.0,0.75,2,2,0,1,0.0,0.3333333333333333,0.0,0.125,0.5789473684210527,0.5789473684210527,0.6842105263157894,2,"Increase consistency: Set daily goals, short study blocks and weekly revision.","Pomodoro timers, structured weekly plan templates, Khan Academy basics"
195,0,1,0.1428571428571428,1,0,1,1.0,0.75,4,2,1,1,0.0,0.3333333333333333,0.0,0.125,0.5789473684210527,0.5263157894736842,0.5789473684210527,2,"Increase consistency: Set daily goals, short study blocks and weekly revision.","Pomodoro timers, structured weekly plan templates, Khan Academy basics"
196,0,1,0.1428571428571428,1,0,1,0.75,0.75,3,2,1,1,0.0,0.3333333333333333,0.0,0.0,0.5789473684210527,0.631578947368421,0.6842105263157894,2,"Increase consistency: Set daily goals, short study blocks and weekly revision.","Pomodoro timers, structured weekly plan templates, Khan Academy basics"
197,0,0,0.2857142857142856,1,0,1,0.5,1.0,3,3,3,0,0.0,0.3333333333333333,0.0,0.0,0.894736842105263,0.9473684210526316,0.894736842105263,0,Maintain routine: Continue current study schedule; focus on advanced topics & peer teaching.,"Advanced MOOCs, Competitive practice (LeetCode/Project tasks), Research papers"
198,0,0,0.2857142857142856,1,1,1,0.75,0.75,2,2,3,1,0.0,0.3333333333333333,0.0,1.0,0.7368421052631579,0.6842105263157894,0.7368421052631579,2,"Increase consistency: Set daily goals, short study blocks and weekly revision.","Pomodoro timers, structured weekly plan templates, Khan Academy basics"
199,0,0,0.1428571428571428,1,0,1,0.75,0.5,2,2,3,1,0.0,0.3333333333333333,0.0,0.25,0.7368421052631579,0.7894736842105263,0.8421052631578947,0,Maintain routine: Continue current study schedule; focus on advanced topics & peer teaching.,"Advanced MOOCs, Competitive practice (LeetCode/Project tasks), Research papers"
200,0,1,0.2857142857142856,1,0,1,0.75,0.75,3,3,2,1,0.0,0.3333333333333333,0.0,0.1875,0.5789473684210527,0.6842105263157894,0.7368421052631579,2,"Increase consistency: Set daily goals, short study blocks and weekly revision.","Pomodoro timers, structured weekly plan templates, Khan Academy basics"
201,0,1,0.1428571428571428,1,0,1,0.25,0.5,3,3,2,1,0.0,0.0,0.0,0.0,0.5263157894736842,0.4736842105263157,0.5789473684210527,3,"Foundations & attendance: Start with basics, improve class attendance, remedial practice.","Guided tutorials, mentor sessions, basic practice worksheets"
202,0,1,0.1428571428571428,1,1,1,0.5,0.25,2,2,0,1,0.0,0.3333333333333333,0.0,0.0,0.6842105263157894,0.7368421052631579,0.8421052631578947,0,Maintain routine: Continue current study schedule; focus on advanced topics & peer teaching.,"Advanced MOOCs, Competitive practice (LeetCode/Project tasks), Research papers"
203,0,0,0.2857142857142856,1,0,0,0.75,0.75,1,2,3,1,0.0,0.3333333333333333,0.0,0.3125,0.631578947368421,0.6842105263157894,0.7368421052631579,2,"Increase consistency: Set daily goals, short study blocks and weekly revision.","Pomodoro timers, structured weekly plan templates, Khan Academy basics"
204,0,1,0.2857142857142856,0,0,1,0.25,0.5,0,2,1,1,0.0,0.3333333333333333,0.0,0.1875,0.4736842105263157,0.4736842105263157,0.5263157894736842,3,"Foundations & attendance: Start with basics, improve class attendance, remedial practice.","Guided tutorials, mentor sessions, basic practice worksheets"
205,0,0,0.1428571428571428,1,0,1,0.5,0.75,3,3,0,1,0.0,0.3333333333333333,0.0,0.1875,0.631578947368421,0.631578947368421,0.6842105263157894,2,"Increase consistency: Set daily goals, short study blocks and weekly revision.","Pomodoro timers, structured weekly plan templates, Khan Academy basics"
206,0,0,0.2857142857142856,1,0,1,0.25,0.25,0,3,0,1,0.0,0.3333333333333333,0.0,0.0,0.631578947368421,0.5789473684210527,0.631578947368421,2,"Increase consistency: Set daily goals, short study blocks and weekly revision.","Pomodoro timers, structured weekly plan templates, Khan Academy basics"
207,0,1,0.2857142857142856,1,0,1,0.25,0.5,0,3,2,2,0.3333333333333333,0.3333333333333333,0.0,0.5,0.5263157894736842,0.5789473684210527,0.631578947368421,2,"Increase consistency: Set daily goals, short study blocks and weekly revision.","Pomodoro timers, structured weekly plan templates, Khan Academy basics"
208,0,1,0.1428571428571428,0,0,1,0.75,0.75,3,3,3,1,0.0,0.0,0.0,0.0,0.5789473684210527,0.5263157894736842,0.5263157894736842,2,"Increase consistency: Set daily goals, short study blocks and weekly revision.","Pomodoro timers, structured weekly plan templates, Khan Academy basics"
209,0,1,0.1428571428571428,1,0,1,0.5,0.75,2,2,1,0,0.3333333333333333,0.0,0.0,0.0,0.6842105263157894,0.631578947368421,0.631578947368421,2,"Increase consistency: Set daily goals, short study blocks and weekly revision.","Pomodoro timers, structured weekly plan templates, Khan Academy basics"
210,0,0,0.2857142857142856,1,1,1,0.5,1.0,3,3,0,0,0.0,0.3333333333333333,0.0,0.25,0.7368421052631579,0.7894736842105263,0.8421052631578947,0,Maintain routine: Continue current study schedule; focus on advanced topics & peer teaching.,"Advanced MOOCs, Competitive practice (LeetCode/Project tasks), Research papers"
211,0,1,0.2857142857142856,1,0,1,1.0,1.0,3,4,1,1,0.0,0.0,0.0,0.125,0.6842105263157894,0.6842105263157894,0.7368421052631579,2,"Increase consistency: Set daily goals, short study blocks and weekly revision.","Pomodoro timers, structured weekly plan templates, Khan Academy basics"
212,0,1,0.1428571428571428,0,1,1,0.75,0.75,4,2,1,0,0.6666666666666667,0.0,0.0,0.5,0.5263157894736842,0.5789473684210527,0.631578947368421,2,"Increase consistency: Set daily goals, short study blocks and weekly revision.","Pomodoro timers, structured weekly plan templates, Khan Academy basics"
213,0,0,0.2857142857142856,1,0,1,1.0,1.0,3,4,1,1,0.3333333333333333,0.0,0.3333333333333333,0.9375,0.7368421052631579,0.7894736842105263,0.8421052631578947,2,"Increase consistency: Set daily goals, short study blocks and weekly revision.","Pomodoro timers, structured weekly plan templates, Khan Academy basics"
214,0,0,0.1428571428571428,1,1,1,1.0,1.0,4,4,3,1,0.0,0.3333333333333333,0.0,0.0,0.5789473684210527,0.5263157894736842,0.5789473684210527,2,"Increase consistency: Set daily goals, short study blocks and weekly revision.","Pomodoro timers, structured weekly plan templates, Khan Academy basics"
215,0,0,0.1428571428571428,1,0,1,1.0,0.75,1,2,1,1,0.0,0.3333333333333333,0.0,0.0625,0.7368421052631579,0.7368421052631579,0.7894736842105263,0,Maintain routine: Continue current study schedule; focus on advanced topics & peer teaching.,"Advanced MOOCs, Competitive practice (LeetCode/Project tasks), Research papers"
216,0,0,0.1428571428571428,1,0,1,0.5,0.75,2,2,3,1,0.0,0.3333333333333333,0.0,0.125,0.5789473684210527,0.631578947368421,0.631578947368421,2,"Increase consistency: Set daily goals, short study blocks and weekly revision.","Pomodoro timers, structured weekly plan templates, Khan Academy basics"
217,0,0,0.2857142857142856,1,0,1,0.25,0.25,2,2,0,1,0.0,0.3333333333333333,0.0,0.0,0.7368421052631579,0.7894736842105263,0.7894736842105263,0,Maintain routine: Continue current study schedule; focus on advanced topics & peer teaching.,"Advanced MOOCs, Competitive practice (LeetCode/Project tasks), Research papers"
218,0,0,0.2857142857142856,0,0,1,0.5,0.5,2,2,3,1,0.0,0.0,0.0,0.65625,0.6842105263157894,0.6842105263157894,0.6842105263157894,2,"Increase consistency: Set daily goals, short study blocks and weekly revision.","Pomodoro timers, structured weekly plan templates, Khan Academy basics"
219,0,0,0.1428571428571428,0,0,1,0.5,0.5,3,3,3,1,0.3333333333333333,1.0,0.0,0.1875,0.6842105263157894,0.6842105263157894,0.6842105263157894,1,Optimize study method: Use active recall & mock tests; shift to quality practice over hours.,"Spaced repetition apps, timed mock tests, concept-check quizzes"
220,0,0,0.2857142857142856,1,0,1,0.75,1.0,0,3,1,1,0.0,0.6666666666666667,0.3333333333333333,0.4375,0.4210526315789473,0.4736842105263157,0.4210526315789473,3,"Foundations & attendance: Start with basics, improve class attendance, remedial practice.","Guided tutorials, mentor sessions, basic practice worksheets"
221,0,0,0.1428571428571428,1,0,0,0.75,0.25,3,2,0,1,0.0,0.3333333333333333,0.0,0.0625,0.5789473684210527,0.5789473684210527,0.631578947368421,2,"Increase consistency: Set daily goals, short study blocks and weekly revision.","Pomodoro timers, structured weekly plan templates, Khan Academy basics"
222,0,0,0.1428571428571428,1,0,1,1.0,0.75,4,2,2,1,0.0,0.3333333333333333,0.0,0.125,0.7368421052631579,0.7894736842105263,0.7894736842105263,0,Maintain routine: Continue current study schedule; focus on advanced topics & peer teaching.,"Advanced MOOCs, Competitive practice (LeetCode/Project tasks), Research papers"
223,0,0,0.1428571428571428,1,0,1,0.25,0.25,0,2,1,1,0.3333333333333333,0.0,0.0,0.0625,0.631578947368421,0.6842105263157894,0.6842105263157894,2,"Increase consistency: Set daily goals, short study blocks and weekly revision.","Pomodoro timers, structured weekly plan templates, Khan Academy basics"
224,0,0,0.2857142857142856,0,0,1,1.0,0.75,4,2,3,1,0.3333333333333333,0.6666666666666667,0.0,0.0,0.5789473684210527,0.631578947368421,0.631578947368421,1,Optimize study method: Use active recall & mock tests; shift to quality practice over hours.,"Spaced repetition apps, timed mock tests, concept-check quizzes"
225,0,0,0.5714285714285712,1,0,1,0.75,0.75,2,2,3,2,0.0,1.0,0.0,0.125,0.631578947368421,0.631578947368421,0.631578947368421,1,Optimize study method: Use active recall & mock tests; shift to quality practice over hours.,"Spaced repetition apps, timed mock tests, concept-check quizzes"
226,0,1,0.2857142857142856,1,1,1,1.0,1.0,3,2,1,1,0.0,0.3333333333333333,0.0,0.46875,0.6842105263157894,0.631578947368421,0.631578947368421,2,"Increase consistency: Set daily goals, short study blocks and weekly revision.","Pomodoro timers, structured weekly plan templates, Khan Academy basics"
227,0,0,0.1428571428571428,1,0,0,0.5,0.5,2,2,3,1,0.0,0.3333333333333333,0.0,0.0,0.6842105263157894,0.6842105263157894,0.6842105263157894,2,"Increase consistency: Set daily goals, short study blocks and weekly revision.","Pomodoro timers, structured weekly plan templates, Khan Academy basics"
228,0,1,0.4285714285714284,1,0,1,0.5,0.5,3,2,1,1,0.0,0.3333333333333333,0.0,0.3125,0.631578947368421,0.5789473684210527,0.5789473684210527,2,"Increase consistency: Set daily goals, short study blocks and weekly revision.","Pomodoro timers, structured weekly plan templates, Khan Academy basics"
229,0,0,0.2857142857142856,0,1,1,1.0,1.0,3,2,2,1,0.0,0.0,0.0,0.1875,0.631578947368421,0.5789473684210527,0.5789473684210527,2,"Increase consistency: Set daily goals, short study blocks and weekly revision.","Pomodoro timers, structured weekly plan templates, Khan Academy basics"
230,0,0,0.2857142857142856,1,1,1,0.75,0.5,2,2,3,1,0.3333333333333333,0.3333333333333333,0.0,0.0625,0.7368421052631579,0.8421052631578947,0.7894736842105263,0,Maintain routine: Continue current study schedule; focus on advanced topics & peer teaching.,"Advanced MOOCs, Competitive practice (LeetCode/Project tasks), Research papers"
231,0,0,0.2857142857142856,1,0,1,1.0,0.75,2,2,3,1,0.0,0.3333333333333333,0.0,0.5,0.5789473684210527,0.4736842105263157,0.5263157894736842,3,"Foundations & attendance: Start with basics, improve class attendance, remedial practice.","Guided tutorials, mentor sessions, basic practice worksheets"
232,0,1,0.4285714285714284,1,1,1,0.75,0.75,3,1,1,0,0.0,0.3333333333333333,0.0,0.3125,0.5263157894736842,0.5263157894736842,0.5263157894736842,3,"Foundations & attendance: Start with basics, improve class attendance, remedial practice.","Guided tutorials, mentor sessions, basic practice worksheets"
233,0,0,0.2857142857142856,1,0,1,0.5,0.75,0,2,1,0,0.3333333333333333,0.0,0.0,0.125,0.631578947368421,0.6842105263157894,0.6842105263157894,2,"Increase consistency: Set daily goals, short study blocks and weekly revision.","Pomodoro timers, structured weekly plan templates, Khan Academy basics"
234,0,0,0.2857142857142856,1,0,1,0.5,0.5,0,0,0,1,0.0,0.6666666666666667,0.0,0.0,0.631578947368421,0.631578947368421,0.6842105263157894,1,Optimize study method: Use active recall & mock tests; shift to quality practice over hours.,"Spaced repetition apps, timed mock tests, concept-check quizzes"
235,0,0,0.2857142857142856,0,0,1,0.5,0.25,0,3,3,1,0.3333333333333333,0.3333333333333333,0.0,0.0,0.5789473684210527,0.5263157894736842,0.5789473684210527,2,"Increase consistency: Set daily goals, short study blocks and weekly revision.","Pomodoro timers, structured weekly plan templates, Khan Academy basics"
236,0,0,0.2857142857142856,1,0,1,0.25,0.25,0,2,3,1,0.0,0.6666666666666667,0.0,0.375,0.631578947368421,0.631578947368421,0.631578947368421,1,Optimize study method: Use active recall & mock tests; shift to quality practice over hours.,"Spaced repetition apps, timed mock tests, concept-check quizzes"
237,0,0,0.1428571428571428,1,0,1,0.5,0.75,3,4,2,1,0.0,0.3333333333333333,0.0,0.0,0.6842105263157894,0.6842105263157894,0.7368421052631579,0,Maintain routine: Continue current study schedule; focus on advanced topics & peer teaching.,"Advanced MOOCs, Competitive practice (LeetCode/Project tasks), Research papers"
238,0,1,0.4285714285714284,1,0,1,0.5,0.5,2,2,1,1,0.3333333333333333,0.3333333333333333,1.0,0.28125,0.5263157894736842,0.4736842105263157,0.5263157894736842,3,"Foundations & attendance: Start with basics, improve class attendance, remedial practice.","Guided tutorials, mentor sessions, basic practice worksheets"
239,0,0,0.1428571428571428,1,0,1,1.0,1.0,4,3,1,1,0.0,0.6666666666666667,0.0,0.125,0.7894736842105263,0.8421052631578947,0.8421052631578947,0,Maintain routine: Continue current study schedule; focus on advanced topics & peer teaching.,"Advanced MOOCs, Competitive practice (LeetCode/Project tasks), Research papers"
240,0,0,0.4285714285714284,0,0,1,0.75,0.25,2,2,3,1,0.0,0.3333333333333333,0.0,0.125,0.4210526315789473,0.4210526315789473,0.4210526315789473,3,"Foundations & attendance: Start with basics, improve class attendance, remedial practice.","Guided tutorials, mentor sessions, basic practice worksheets"
241,0,0,0.2857142857142856,1,0,1,0.75,0.5,2,2,0,1,0.0,0.3333333333333333,0.0,0.0625,0.894736842105263,0.9473684210526316,0.894736842105263,0,Maintain routine: Continue current study schedule; focus on advanced topics & peer teaching.,"Advanced MOOCs, Competitive practice (LeetCode/Project tasks), Research papers"
242,0,1,0.2857142857142856,1,1,1,0.5,0.75,3,3,3,0,0.0,0.3333333333333333,0.0,0.0,0.5263157894736842,0.5789473684210527,0.5789473684210527,2,"Increase consistency: Set daily goals, short study blocks and weekly revision.","Pomodoro timers, structured weekly plan templates, Khan Academy basics"
243,0,1,0.4285714285714284,1,1,1,0.5,0.25,0,2,0,1,1.0,0.3333333333333333,0.0,0.0625,0.4736842105263157,0.5263157894736842,0.5789473684210527,3,"Foundations & attendance: Start with basics, improve class attendance, remedial practice.","Guided tutorials, mentor sessions, basic practice worksheets"
244,0,0,0.2857142857142856,1,0,0,0.5,0.25,2,2,0,1,0.3333333333333333,0.6666666666666667,0.0,0.0,0.7894736842105263,0.7894736842105263,0.8421052631578947,0,Maintain routine: Continue current study schedule; focus on advanced topics & peer teaching.,"Advanced MOOCs, Competitive practice (LeetCode/Project tasks), Research papers"
245,0,0,0.2857142857142856,1,1,1,1.0,0.75,1,2,3,0,0.0,0.3333333333333333,0.0,0.0,0.7368421052631579,0.631578947368421,0.631578947368421,2,"Increase consistency: Set daily goals, short study blocks and weekly revision.","Pomodoro timers, structured weekly plan templates, Khan Academy basics"
246,0,1,0.2857142857142856,0,0,1,0.5,0.5,2,2,0,0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.631578947368421,0.6842105263157894,0.6842105263157894,2,"Increase consistency: Set daily goals, short study blocks and weekly revision.","Pomodoro timers, structured weekly plan templates, Khan Academy basics"
247,0,1,0.2857142857142856,1,0,1,1.0,1.0,4,4,3,1,0.0,0.3333333333333333,0.0,0.0,0.6842105263157894,0.6842105263157894,0.6842105263157894,2,"Increase consistency: Set daily goals, short study blocks and weekly revision.","Pomodoro timers, structured weekly plan templates, Khan Academy basics"
248,0,1,0.1428571428571428,1,0,1,1.0,1.0,1,2,3,0,0.0,0.3333333333333333,0.0,0.0,0.6842105263157894,0.6842105263157894,0.7368421052631579,0,Maintain routine: Continue current study schedule; focus on advanced topics & peer teaching.,"Advanced MOOCs, Competitive practice (LeetCode/Project tasks), Research papers"
249,0,1,0.1428571428571428,1,1,1,0.25,0.25,2,2,1,1,0.3333333333333333,0.3333333333333333,0.0,0.0625,0.4736842105263157,0.4736842105263157,0.4736842105263157,3,"Foundations & attendance: Start with basics, improve class attendance, remedial practice.","Guided tutorials, mentor sessions, basic practice worksheets"
250,0,1,0.1428571428571428,1,0,1,0.75,0.5,0,2,3,1,0.3333333333333333,0.6666666666666667,0.0,0.0,0.631578947368421,0.631578947368421,0.631578947368421,1,Optimize study method: Use active recall & mock tests; shift to quality practice over hours.,"Spaced repetition apps, timed mock tests, concept-check quizzes"
251,0,1,0.2857142857142856,1,1,1,0.5,0.5,2,2,1,0,0.0,0.3333333333333333,0.0,0.0,0.8421052631578947,0.8421052631578947,0.8421052631578947,0,Maintain routine: Continue current study schedule; focus on advanced topics & peer teaching.,"Advanced MOOCs, Competitive practice (LeetCode/Project tasks), Research papers"
252,0,0,0.1428571428571428,1,0,1,0.5,0.25,2,2,1,1,0.0,0.0,0.0,0.125,0.4736842105263157,0.5263157894736842,0.5263157894736842,3,"Foundations & attendance: Start with basics, improve class attendance, remedial practice.","Guided tutorials, mentor sessions, basic practice worksheets"
253,0,0,0.1428571428571428,1,0,0,1.0,0.25,2,2,1,1,0.0,0.3333333333333333,0.0,0.0,0.7368421052631579,0.6842105263157894,0.6842105263157894,0,Maintain routine: Continue current study schedule; focus on advanced topics & peer teaching.,"Advanced MOOCs, Competitive practice (LeetCode/Project tasks), Research papers"
254,0,0,0.4285714285714284,1,1,0,0.5,1.0,3,2,0,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5625,0.5263157894736842,0.5263157894736842,0.5263157894736842,3,"Foundations & attendance: Start with basics, improve class attendance, remedial practice.","Guided tutorials, mentor sessions, basic practice worksheets"
255,0,0,0.4285714285714284,1,1,1,0.5,0.5,0,3,0,1,0.0,0.3333333333333333,0.3333333333333333,0.5,0.4736842105263157,0.4210526315789473,0.5263157894736842,3,"Foundations & attendance: Start with basics, improve class attendance, remedial practice.","Guided tutorials, mentor sessions, basic practice worksheets"
256,0,0,0.4285714285714284,1,0,1,0.75,0.75,2,2,0,1,0.3333333333333333,0.0,0.3333333333333333,0.4375,0.4210526315789473,0.3684210526315789,0.3684210526315789,3,"Foundations & attendance: Start with basics, improve class attendance, remedial practice.","Guided tutorials, mentor sessions, basic practice worksheets"
257,0,1,0.4285714285714284,1,0,1,0.5,0.5,2,0,0,2,0.0,0.0,0.3333333333333333,0.8125,0.3684210526315789,0.4210526315789473,0.4210526315789473,3,"Foundations & attendance: Start with basics, improve class attendance, remedial practice.","Guided tutorials, mentor sessions, basic practice worksheets"
